dataset,architecture,method,n_member,n_nonmember,member_confidence,nonmember_confidence,confidence_gap,member_entropy,nonmember_entropy,entropy_gap,member_margin,nonmember_margin,margin_gap,member_loss,nonmember_loss,loss_gap,member_correct,nonmember_correct,correct_gap,member_teacher_kl,nonmember_teacher_kl,teacher_kl_gap
cifar100,resnet18,base,22500,8250,0.9965979034768211,0.6229232388829643,0.3736746645938568,0.029212612258446805,1.5290272229567976,-1.4998146106983508,0.9954458686245812,0.511419454650897,0.4840264139736842,0.004099489981742001,2.6115914222142864,-2.6074919322325445,0.9998666666666667,0.42387878787878785,0.5759878787878788,3.9836416562517485,3.384196968613249,0.5994446876384996
cifar100,resnet18,swmr,22500,8250,0.7708295729736487,0.5744118980440226,0.19641767492962614,0.8520808948325526,1.5687501600996923,-0.7166692652671397,0.6883928231643306,0.4363086955425414,0.25208412762178917,0.9844484953850238,2.847100720093313,-1.8626522247082895,0.7355555555555555,0.368,0.3675555555555555,3.7627708128194013,2.994146915981264,0.7686238968381374
cifar100,resnet18,radd,22500,8250,0.6754521008011367,0.5407945683481116,0.13465753245302514,1.2142479129801902,1.6830578123877749,-0.46880989940758466,0.5635846136654417,0.397315355001977,0.16626925866346465,1.0633642313580862,2.4240118255549485,-1.3606475941968623,0.7092444444444445,0.41115151515151516,0.2980929292929293,2.0492911565936276,1.7993237798588746,0.249967376734753
