dataset,architecture,method,risk_bin,n_member,memscore_mean,memscore_min,memscore_max,member_confidence,nonmember_confidence,confidence_gap,member_entropy,nonmember_entropy,entropy_gap,member_margin,nonmember_margin,margin_gap,member_loss,nonmember_loss,loss_gap,member_correct,nonmember_correct,correct_gap,member_teacher_kl,nonmember_teacher_kl,teacher_kl_gap
cifar100,resnet18,base,1,4500,0.22730583860559597,0.032966163009405136,0.27902230620384216,0.9971718086269167,0.6229232388829643,0.3742485697439524,0.02408171922947599,1.5290272229567976,-1.5049455037273216,0.9960805999305513,0.511419454650897,0.4846611452796543,0.0028493935780331612,2.6115914222142864,-2.6087420286362533,1.0,0.42387878787878785,0.5761212121212121,3.9275503856076135,3.384196968613249,0.5433534169943646
cifar100,resnet18,base,2,4500,0.30973292333549923,0.27903738617897034,0.338747501373291,0.9965215876367357,0.6229232388829643,0.3735983487537714,0.029574454305524744,1.5290272229567976,-1.4994527686512729,0.995354805694686,0.511419454650897,0.48393535104378904,0.005334026585849666,2.6115914222142864,-2.606257395628437,0.9995555555555555,0.42387878787878785,0.5756767676767677,3.9960023270845415,3.384196968613249,0.6118053584712926
cifar100,resnet18,base,3,4500,0.36767144532336127,0.33874911069869995,0.39735978841781616,0.9966242930491765,0.6229232388829643,0.37370105416621224,0.029316297729039483,1.5290272229567976,-1.499710925227758,0.9955008599625693,0.511419454650897,0.4840814053116723,0.0033953557891719392,2.6115914222142864,-2.6081960664251143,1.0,0.42387878787878785,0.5761212121212121,3.974544912331634,3.384196968613249,0.5903479437183852
cifar100,resnet18,base,4,4500,0.4322864708966679,0.3973658084869385,0.4695504903793335,0.9963962600363625,0.6229232388829643,0.3734730211533982,0.030902377840738446,1.5290272229567976,-1.4981248451160591,0.9951894659731123,0.511419454650897,0.4837700113222153,0.003632248069867815,2.6115914222142864,-2.6079591741444186,1.0,0.42387878787878785,0.5761212121212121,3.9410410390959845,3.384196968613249,0.5568440704827355
cifar100,resnet18,base,5,4500,0.5363695761561393,0.46955516934394836,0.9789127111434937,0.9962755680349138,0.6229232388829643,0.3733523291519495,0.03218821218745536,1.5290272229567976,-1.4968390107693423,0.9951036115619871,0.511419454650897,0.4836841569110901,0.00528642588578742,2.6115914222142864,-2.606304996328499,0.9997777777777778,0.42387878787878785,0.5758989898989899,4.079069617138969,3.384196968613249,0.69487264852572
cifar100,resnet18,swmr,1,4500,0.22730583860559597,0.032966163009405136,0.27902230620384216,0.7079926494061947,0.5744118980440226,0.13358075136217207,1.043325372093269,1.5687501600996923,-0.5254247880064233,0.5882190715322891,0.4363086955425414,0.15191037598974771,1.1442846747434605,2.847100720093313,-1.7028160453498526,0.6642222222222223,0.368,0.2962222222222223,3.445893907742368,2.994146915981264,0.4517469917611039
cifar100,resnet18,swmr,2,4500,0.30973292333549923,0.27903738617897034,0.338747501373291,0.5998482832643721,0.5744118980440226,0.025436385220349522,1.4671634442574124,1.5687501600996923,-0.10158671584227985,0.4629087669700384,0.4363086955425414,0.026600071427496985,1.8711785157584457,2.847100720093313,-0.9759222043348674,0.496,0.368,0.128,3.797028234826194,2.994146915981264,0.8028813188449302
cifar100,resnet18,swmr,3,4500,0.36767144532336127,0.33874911069869995,0.39735978841781616,0.6529780422548453,0.5744118980440226,0.07856614421082275,1.2904853296008005,1.5687501600996923,-0.2782648304988917,0.5375333847022719,0.4363086955425414,0.10122468915973043,1.6430155664418105,2.847100720093313,-1.2040851536515027,0.5757777777777778,0.368,0.20777777777777784,3.8066750147011543,2.994146915981264,0.8125280987198904
cifar100,resnet18,swmr,4,4500,0.4322864708966679,0.3973658084869385,0.4695504903793335,0.936427159504758,0.5744118980440226,0.36201526146073537,0.27489742469834577,1.5687501600996923,-1.2938527354013465,0.9119854306909773,0.4363086955425414,0.47567673514843584,0.16584324967757785,2.847100720093313,-2.6812574704157353,0.964,0.368,0.596,3.6191251028908624,2.994146915981264,0.6249781869095985
cifar100,resnet18,swmr,5,4500,0.5363695761561393,0.46955516934394836,0.9789127111434937,0.9569017304380735,0.5744118980440226,0.3824898323940509,0.1845329035129348,1.5687501600996923,-1.3842172565867574,0.9413174619260761,0.4363086955425414,0.5050087663835348,0.09792047030382446,2.847100720093313,-2.7491802497894886,0.9777777777777777,0.368,0.6097777777777778,4.145131803936429,2.994146915981264,1.1509848879551647
cifar100,resnet18,radd,1,4500,0.22730583860559597,0.032966163009405136,0.27902230620384216,0.8347368798769182,0.5407945683481116,0.2939423115288067,0.6334266028327068,1.6830578123877749,-1.0496312095550682,0.7621780227720737,0.397315355001977,0.3648626677700967,0.38006433352631214,2.4240118255549485,-2.0439474920286362,0.898,0.41115151515151516,0.48684848484848486,1.5361027951836586,1.7993237798588746,-0.26322098467521604
cifar100,resnet18,radd,2,4500,0.30973292333549923,0.27903738617897034,0.338747501373291,0.6695671058115032,0.5407945683481116,0.12877253746339168,1.2335855593726164,1.6830578123877749,-0.4494722530151585,0.5569722687138452,0.397315355001977,0.1596569137118682,1.1448004011734252,2.4240118255549485,-1.2792114243815234,0.69,0.41115151515151516,0.2788484848484848,2.168349790202247,1.7993237798588746,0.36902601034337223
cifar100,resnet18,radd,3,4500,0.36767144532336127,0.33874911069869995,0.39735978841781616,0.5926395931078328,0.5407945683481116,0.05184502475972119,1.508214196820285,1.6830578123877749,-0.17484361556748995,0.46017539432479276,0.397315355001977,0.06286003932281575,1.507520570584838,2.4240118255549485,-0.9164912549701105,0.5844444444444444,0.41115151515151516,0.17329292929292928,2.4365534542236063,1.7993237798588746,0.6372296743647317
cifar100,resnet18,radd,4,4500,0.4322864708966679,0.3973658084869385,0.4695504903793335,0.6366524763123856,0.5407945683481116,0.09585790796427407,1.3525153339955158,1.6830578123877749,-0.33054247839225903,0.5118635472911928,0.397315355001977,0.11454819228921576,1.046193734376795,2.4240118255549485,-1.3778180911781535,0.7055555555555556,0.41115151515151516,0.29440404040404045,2.062151555803087,1.7993237798588746,0.2628277759442126
