combo,method,direction,width,stride,setting,attack,attack_accuracy,path
cifar100_densenet121,swmr,l2h,150,5,150-5,Hconf,75.887,log/wemem_fig6_reproduce\cifar100_densenet121\swmr_l2h_w150_s5.txt
cifar100_densenet121,swmr,l2h,150,5,150-5,SAMIA,78.13,log/wemem_fig6_reproduce\cifar100_densenet121\swmr_l2h_w150_s5.txt
cifar100_densenet121,swmr,l2h,150,5,150-5,NN,76.907,log/wemem_fig6_reproduce\cifar100_densenet121\swmr_l2h_w150_s5.txt
cifar100_densenet121,swmr,l2h,150,5,150-5,Top3-NN,76.87154471544716,log/wemem_fig6_reproduce\cifar100_densenet121\swmr_l2h_w150_s5.txt
cifar100_densenet121,swmr,l2h,150,5,150-5,Cl-NN,78.00325203252032,log/wemem_fig6_reproduce\cifar100_densenet121\swmr_l2h_w150_s5.txt
cifar100_densenet121,swmr,l2h,150,10,150-10,Conf,75.65,log/wemem_fig6_reproduce\cifar100_densenet121\swmr_l2h_w150_s10.txt
cifar100_densenet121,swmr,l2h,150,10,150-10,Entr,73.032,log/wemem_fig6_reproduce\cifar100_densenet121\swmr_l2h_w150_s10.txt
cifar100_densenet121,swmr,l2h,150,10,150-10,Mentr,75.668,log/wemem_fig6_reproduce\cifar100_densenet121\swmr_l2h_w150_s10.txt
cifar100_densenet121,swmr,l2h,150,10,150-10,Hconf,75.43,log/wemem_fig6_reproduce\cifar100_densenet121\swmr_l2h_w150_s10.txt
cifar100_densenet121,swmr,l2h,150,10,150-10,SAMIA,79.21,log/wemem_fig6_reproduce\cifar100_densenet121\swmr_l2h_w150_s10.txt
cifar100_densenet121,swmr,l2h,150,10,150-10,NN,77.623,log/wemem_fig6_reproduce\cifar100_densenet121\swmr_l2h_w150_s10.txt
cifar100_densenet121,swmr,l2h,150,10,150-10,Top3-NN,77.4308943089431,log/wemem_fig6_reproduce\cifar100_densenet121\swmr_l2h_w150_s10.txt
cifar100_densenet121,swmr,l2h,150,10,150-10,Cl-NN,78.99512195121952,log/wemem_fig6_reproduce\cifar100_densenet121\swmr_l2h_w150_s10.txt
cifar100_densenet121,swmr,l2h,100,5,100-5,Conf,68.911,log/wemem_fig6_reproduce\cifar100_densenet121\swmr_l2h_w100_s5.txt
cifar100_densenet121,swmr,l2h,100,5,100-5,Entr,67.633,log/wemem_fig6_reproduce\cifar100_densenet121\swmr_l2h_w100_s5.txt
cifar100_densenet121,swmr,l2h,100,5,100-5,Mentr,68.928,log/wemem_fig6_reproduce\cifar100_densenet121\swmr_l2h_w100_s5.txt
cifar100_densenet121,swmr,l2h,100,5,100-5,Hconf,69.057,log/wemem_fig6_reproduce\cifar100_densenet121\swmr_l2h_w100_s5.txt
cifar100_densenet121,swmr,l2h,100,5,100-5,SAMIA,73.135,log/wemem_fig6_reproduce\cifar100_densenet121\swmr_l2h_w100_s5.txt
cifar100_densenet121,swmr,l2h,100,5,100-5,NN,73.171,log/wemem_fig6_reproduce\cifar100_densenet121\swmr_l2h_w100_s5.txt
cifar100_densenet121,swmr,l2h,100,5,100-5,Top3-NN,73.17073170731707,log/wemem_fig6_reproduce\cifar100_densenet121\swmr_l2h_w100_s5.txt
cifar100_densenet121,swmr,l2h,100,5,100-5,Cl-NN,72.94634146341464,log/wemem_fig6_reproduce\cifar100_densenet121\swmr_l2h_w100_s5.txt
cifar100_densenet121,swmr,l2h,100,10,100-10,Conf,70.433,log/wemem_fig6_reproduce\cifar100_densenet121\swmr_l2h_w100_s10.txt
cifar100_densenet121,swmr,l2h,100,10,100-10,Entr,68.108,log/wemem_fig6_reproduce\cifar100_densenet121\swmr_l2h_w100_s10.txt
cifar100_densenet121,swmr,l2h,100,10,100-10,Mentr,70.578,log/wemem_fig6_reproduce\cifar100_densenet121\swmr_l2h_w100_s10.txt
cifar100_densenet121,swmr,l2h,100,10,100-10,Hconf,70.634,log/wemem_fig6_reproduce\cifar100_densenet121\swmr_l2h_w100_s10.txt
cifar100_densenet121,swmr,l2h,100,10,100-10,SAMIA,75.242,log/wemem_fig6_reproduce\cifar100_densenet121\swmr_l2h_w100_s10.txt
cifar100_densenet121,swmr,l2h,100,10,100-10,NN,72.624,log/wemem_fig6_reproduce\cifar100_densenet121\swmr_l2h_w100_s10.txt
cifar100_densenet121,swmr,l2h,100,10,100-10,Top3-NN,72.69268292682926,log/wemem_fig6_reproduce\cifar100_densenet121\swmr_l2h_w100_s10.txt
cifar100_densenet121,swmr,l2h,100,10,100-10,Cl-NN,74.80650406504066,log/wemem_fig6_reproduce\cifar100_densenet121\swmr_l2h_w100_s10.txt
cifar100_densenet121,swmr,l2h,50,5,50-5,Conf,61.142,log/wemem_fig6_reproduce\cifar100_densenet121\swmr_l2h_w50_s5.txt
cifar100_densenet121,swmr,l2h,50,5,50-5,Entr,59.774,log/wemem_fig6_reproduce\cifar100_densenet121\swmr_l2h_w50_s5.txt
cifar100_densenet121,swmr,l2h,50,5,50-5,Mentr,61.12,log/wemem_fig6_reproduce\cifar100_densenet121\swmr_l2h_w50_s5.txt
cifar100_densenet121,swmr,l2h,50,5,50-5,Hconf,61.191,log/wemem_fig6_reproduce\cifar100_densenet121\swmr_l2h_w50_s5.txt
cifar100_densenet121,swmr,l2h,50,5,50-5,SAMIA,72.559,log/wemem_fig6_reproduce\cifar100_densenet121\swmr_l2h_w50_s5.txt
cifar100_densenet121,swmr,l2h,50,5,50-5,NN,73.171,log/wemem_fig6_reproduce\cifar100_densenet121\swmr_l2h_w50_s5.txt
cifar100_densenet121,swmr,l2h,50,5,50-5,Top3-NN,73.17073170731707,log/wemem_fig6_reproduce\cifar100_densenet121\swmr_l2h_w50_s5.txt
cifar100_densenet121,swmr,l2h,50,5,50-5,Cl-NN,73.1739837398374,log/wemem_fig6_reproduce\cifar100_densenet121\swmr_l2h_w50_s5.txt
cifar100_densenet121,swmr,l2h,50,10,50-10,Conf,66.098,log/wemem_fig6_reproduce\cifar100_densenet121\swmr_l2h_w50_s10.txt
cifar100_densenet121,swmr,l2h,50,10,50-10,Entr,63.582,log/wemem_fig6_reproduce\cifar100_densenet121\swmr_l2h_w50_s10.txt
cifar100_densenet121,swmr,l2h,50,10,50-10,Mentr,66.076,log/wemem_fig6_reproduce\cifar100_densenet121\swmr_l2h_w50_s10.txt
cifar100_densenet121,swmr,l2h,50,10,50-10,Hconf,66.133,log/wemem_fig6_reproduce\cifar100_densenet121\swmr_l2h_w50_s10.txt
cifar100_densenet121,swmr,l2h,50,10,50-10,SAMIA,73.259,log/wemem_fig6_reproduce\cifar100_densenet121\swmr_l2h_w50_s10.txt
cifar100_densenet121,swmr,l2h,50,10,50-10,NN,73.171,log/wemem_fig6_reproduce\cifar100_densenet121\swmr_l2h_w50_s10.txt
cifar100_densenet121,swmr,l2h,50,10,50-10,Top3-NN,73.17073170731707,log/wemem_fig6_reproduce\cifar100_densenet121\swmr_l2h_w50_s10.txt
cifar100_densenet121,swmr,l2h,50,10,50-10,Cl-NN,72.96585365853659,log/wemem_fig6_reproduce\cifar100_densenet121\swmr_l2h_w50_s10.txt
