combo,method,direction,width,stride,setting,attack,attack_accuracy,path
cifar10_resnet18,swmr,l2h,1000,50,1000-50,Cl-NN,73.11219512195122,log/wemem_fig6_reproduce\cifar10_resnet18\swmr_l2h_w1000_s50.txt
cifar10_resnet18,swmr,l2h,1000,100,1000-100,Conf,60.741,log/wemem_fig6_reproduce\cifar10_resnet18\swmr_l2h_w1000_s100.txt
cifar10_resnet18,swmr,l2h,1000,100,1000-100,Entr,58.986,log/wemem_fig6_reproduce\cifar10_resnet18\swmr_l2h_w1000_s100.txt
cifar10_resnet18,swmr,l2h,1000,100,1000-100,Mentr,60.738,log/wemem_fig6_reproduce\cifar10_resnet18\swmr_l2h_w1000_s100.txt
cifar10_resnet18,swmr,l2h,1000,100,1000-100,Hconf,60.912,log/wemem_fig6_reproduce\cifar10_resnet18\swmr_l2h_w1000_s100.txt
cifar10_resnet18,swmr,l2h,1000,100,1000-100,SAMIA,73.538,log/wemem_fig6_reproduce\cifar10_resnet18\swmr_l2h_w1000_s100.txt
cifar10_resnet18,swmr,l2h,1000,100,1000-100,NN,73.171,log/wemem_fig6_reproduce\cifar10_resnet18\swmr_l2h_w1000_s100.txt
cifar10_resnet18,swmr,l2h,1000,100,1000-100,Top3-NN,73.17073170731707,log/wemem_fig6_reproduce\cifar10_resnet18\swmr_l2h_w1000_s100.txt
cifar10_resnet18,swmr,l2h,1000,100,1000-100,Cl-NN,73.35609756097561,log/wemem_fig6_reproduce\cifar10_resnet18\swmr_l2h_w1000_s100.txt
cifar10_resnet18,swmr,l2h,500,50,500-50,Conf,56.368,log/wemem_fig6_reproduce\cifar10_resnet18\swmr_l2h_w500_s50.txt
cifar10_resnet18,swmr,l2h,500,50,500-50,Entr,55.023,log/wemem_fig6_reproduce\cifar10_resnet18\swmr_l2h_w500_s50.txt
cifar10_resnet18,swmr,l2h,500,50,500-50,Mentr,56.566,log/wemem_fig6_reproduce\cifar10_resnet18\swmr_l2h_w500_s50.txt
cifar10_resnet18,swmr,l2h,500,50,500-50,Hconf,56.44,log/wemem_fig6_reproduce\cifar10_resnet18\swmr_l2h_w500_s50.txt
cifar10_resnet18,swmr,l2h,500,50,500-50,SAMIA,73.171,log/wemem_fig6_reproduce\cifar10_resnet18\swmr_l2h_w500_s50.txt
cifar10_resnet18,swmr,l2h,500,50,500-50,NN,73.171,log/wemem_fig6_reproduce\cifar10_resnet18\swmr_l2h_w500_s50.txt
cifar10_resnet18,swmr,l2h,500,50,500-50,Top3-NN,73.17073170731707,log/wemem_fig6_reproduce\cifar10_resnet18\swmr_l2h_w500_s50.txt
cifar10_resnet18,swmr,l2h,500,50,500-50,Cl-NN,73.17073170731707,log/wemem_fig6_reproduce\cifar10_resnet18\swmr_l2h_w500_s50.txt
cifar10_resnet18,swmr,l2h,500,100,500-100,Conf,58.623,log/wemem_fig6_reproduce\cifar10_resnet18\swmr_l2h_w500_s100.txt
cifar10_resnet18,swmr,l2h,500,100,500-100,Entr,57.479,log/wemem_fig6_reproduce\cifar10_resnet18\swmr_l2h_w500_s100.txt
cifar10_resnet18,swmr,l2h,500,100,500-100,Mentr,58.685,log/wemem_fig6_reproduce\cifar10_resnet18\swmr_l2h_w500_s100.txt
cifar10_resnet18,swmr,l2h,500,100,500-100,Hconf,58.818,log/wemem_fig6_reproduce\cifar10_resnet18\swmr_l2h_w500_s100.txt
cifar10_resnet18,swmr,l2h,500,100,500-100,SAMIA,73.262,log/wemem_fig6_reproduce\cifar10_resnet18\swmr_l2h_w500_s100.txt
cifar10_resnet18,swmr,l2h,500,100,500-100,NN,73.171,log/wemem_fig6_reproduce\cifar10_resnet18\swmr_l2h_w500_s100.txt
cifar10_resnet18,swmr,l2h,500,100,500-100,Top3-NN,73.17073170731707,log/wemem_fig6_reproduce\cifar10_resnet18\swmr_l2h_w500_s100.txt
cifar10_resnet18,swmr,l2h,500,100,500-100,Cl-NN,73.20975609756097,log/wemem_fig6_reproduce\cifar10_resnet18\swmr_l2h_w500_s100.txt
cifar100_densenet121,base,base,,,Base,Conf,81.354,log\cifar100_densenet121\iter_pruning_0.6_.txt
cifar100_densenet121,base,base,,,Base,Entr,79.461,log\cifar100_densenet121\iter_pruning_0.6_.txt
cifar100_densenet121,base,base,,,Base,Mentr,81.262,log\cifar100_densenet121\iter_pruning_0.6_.txt
cifar100_densenet121,base,base,,,Base,Hconf,81.333,log\cifar100_densenet121\iter_pruning_0.6_.txt
cifar100_densenet121,base,base,,,Base,SAMIA,88.875,log\cifar100_densenet121\iter_pruning_0.6_.txt
cifar100_densenet121,base,base,,,Base,NN,85.463,log\cifar100_densenet121\iter_pruning_0.6_.txt
cifar100_densenet121,base,base,,,Base,Top3-NN,85.78861788617886,log\cifar100_densenet121\iter_pruning_0.6_.txt
cifar100_densenet121,base,base,,,Base,Cl-NN,88.51382113821138,log\cifar100_densenet121\iter_pruning_0.6_.txt
cifar100_densenet121,rsw,h2l,150,5,150-5,Conf,77.391,log/wemem_fig6_reproduce\cifar100_densenet121\rsw_h2l_w150_s5.txt
cifar100_densenet121,rsw,h2l,150,5,150-5,Entr,75.121,log/wemem_fig6_reproduce\cifar100_densenet121\rsw_h2l_w150_s5.txt
cifar100_densenet121,rsw,h2l,150,5,150-5,Mentr,77.335,log/wemem_fig6_reproduce\cifar100_densenet121\rsw_h2l_w150_s5.txt
cifar100_densenet121,rsw,h2l,150,5,150-5,Hconf,77.143,log/wemem_fig6_reproduce\cifar100_densenet121\rsw_h2l_w150_s5.txt
cifar100_densenet121,rsw,h2l,150,5,150-5,SAMIA,83.35,log/wemem_fig6_reproduce\cifar100_densenet121\rsw_h2l_w150_s5.txt
cifar100_densenet121,rsw,h2l,150,5,150-5,NN,80.475,log/wemem_fig6_reproduce\cifar100_densenet121\rsw_h2l_w150_s5.txt
cifar100_densenet121,rsw,h2l,150,5,150-5,Top3-NN,79.88617886178862,log/wemem_fig6_reproduce\cifar100_densenet121\rsw_h2l_w150_s5.txt
cifar100_densenet121,rsw,h2l,150,5,150-5,Cl-NN,83.33333333333333,log/wemem_fig6_reproduce\cifar100_densenet121\rsw_h2l_w150_s5.txt
cifar100_densenet121,rsw,h2l,150,10,150-10,Conf,76.882,log/wemem_fig6_reproduce\cifar100_densenet121\rsw_h2l_w150_s10.txt
cifar100_densenet121,rsw,h2l,150,10,150-10,Entr,75.541,log/wemem_fig6_reproduce\cifar100_densenet121\rsw_h2l_w150_s10.txt
cifar100_densenet121,rsw,h2l,150,10,150-10,Mentr,76.918,log/wemem_fig6_reproduce\cifar100_densenet121\rsw_h2l_w150_s10.txt
cifar100_densenet121,rsw,h2l,150,10,150-10,Hconf,76.839,log/wemem_fig6_reproduce\cifar100_densenet121\rsw_h2l_w150_s10.txt
cifar100_densenet121,rsw,h2l,150,10,150-10,SAMIA,81.379,log/wemem_fig6_reproduce\cifar100_densenet121\rsw_h2l_w150_s10.txt
cifar100_densenet121,rsw,h2l,150,10,150-10,NN,79.005,log/wemem_fig6_reproduce\cifar100_densenet121\rsw_h2l_w150_s10.txt
cifar100_densenet121,rsw,h2l,150,10,150-10,Top3-NN,79.08292682926829,log/wemem_fig6_reproduce\cifar100_densenet121\rsw_h2l_w150_s10.txt
cifar100_densenet121,rsw,h2l,150,10,150-10,Cl-NN,81.44065040650406,log/wemem_fig6_reproduce\cifar100_densenet121\rsw_h2l_w150_s10.txt
cifar100_densenet121,rsw,h2l,100,5,100-5,Conf,74.63,log/wemem_fig6_reproduce\cifar100_densenet121\rsw_h2l_w100_s5.txt
cifar100_densenet121,rsw,h2l,100,5,100-5,Entr,72.758,log/wemem_fig6_reproduce\cifar100_densenet121\rsw_h2l_w100_s5.txt
cifar100_densenet121,rsw,h2l,100,5,100-5,Mentr,74.548,log/wemem_fig6_reproduce\cifar100_densenet121\rsw_h2l_w100_s5.txt
cifar100_densenet121,rsw,h2l,100,5,100-5,Hconf,74.355,log/wemem_fig6_reproduce\cifar100_densenet121\rsw_h2l_w100_s5.txt
cifar100_densenet121,rsw,h2l,100,5,100-5,SAMIA,79.249,log/wemem_fig6_reproduce\cifar100_densenet121\rsw_h2l_w100_s5.txt
cifar100_densenet121,rsw,h2l,100,5,100-5,NN,76.166,log/wemem_fig6_reproduce\cifar100_densenet121\rsw_h2l_w100_s5.txt
cifar100_densenet121,rsw,h2l,100,5,100-5,Top3-NN,76.53008130081301,log/wemem_fig6_reproduce\cifar100_densenet121\rsw_h2l_w100_s5.txt
cifar100_densenet121,rsw,h2l,100,5,100-5,Cl-NN,78.60813008130081,log/wemem_fig6_reproduce\cifar100_densenet121\rsw_h2l_w100_s5.txt
cifar100_densenet121,rsw,h2l,100,10,100-10,Conf,77.256,log/wemem_fig6_reproduce\cifar100_densenet121\rsw_h2l_w100_s10.txt
cifar100_densenet121,rsw,h2l,100,10,100-10,Entr,74.401,log/wemem_fig6_reproduce\cifar100_densenet121\rsw_h2l_w100_s10.txt
cifar100_densenet121,rsw,h2l,100,10,100-10,Mentr,77.076,log/wemem_fig6_reproduce\cifar100_densenet121\rsw_h2l_w100_s10.txt
cifar100_densenet121,rsw,h2l,100,10,100-10,Hconf,76.898,log/wemem_fig6_reproduce\cifar100_densenet121\rsw_h2l_w100_s10.txt
cifar100_densenet121,rsw,h2l,100,10,100-10,SAMIA,82.807,log/wemem_fig6_reproduce\cifar100_densenet121\rsw_h2l_w100_s10.txt
cifar100_densenet121,rsw,h2l,100,10,100-10,NN,79.688,log/wemem_fig6_reproduce\cifar100_densenet121\rsw_h2l_w100_s10.txt
cifar100_densenet121,rsw,h2l,100,10,100-10,Top3-NN,79.74634146341464,log/wemem_fig6_reproduce\cifar100_densenet121\rsw_h2l_w100_s10.txt
cifar100_densenet121,rsw,h2l,100,10,100-10,Cl-NN,82.86829268292684,log/wemem_fig6_reproduce\cifar100_densenet121\rsw_h2l_w100_s10.txt
cifar100_densenet121,rsw,h2l,50,5,50-5,Conf,68.131,log/wemem_fig6_reproduce\cifar100_densenet121\rsw_h2l_w50_s5.txt
cifar100_densenet121,rsw,h2l,50,5,50-5,Entr,64.925,log/wemem_fig6_reproduce\cifar100_densenet121\rsw_h2l_w50_s5.txt
cifar100_densenet121,rsw,h2l,50,5,50-5,Mentr,68.256,log/wemem_fig6_reproduce\cifar100_densenet121\rsw_h2l_w50_s5.txt
cifar100_densenet121,rsw,h2l,50,5,50-5,Hconf,68.106,log/wemem_fig6_reproduce\cifar100_densenet121\rsw_h2l_w50_s5.txt
cifar100_densenet121,rsw,h2l,50,5,50-5,SAMIA,75.737,log/wemem_fig6_reproduce\cifar100_densenet121\rsw_h2l_w50_s5.txt
cifar100_densenet121,rsw,h2l,50,5,50-5,NN,73.063,log/wemem_fig6_reproduce\cifar100_densenet121\rsw_h2l_w50_s5.txt
cifar100_densenet121,rsw,h2l,50,5,50-5,Top3-NN,73.1349593495935,log/wemem_fig6_reproduce\cifar100_densenet121\rsw_h2l_w50_s5.txt
cifar100_densenet121,rsw,h2l,50,5,50-5,Cl-NN,74.60813008130081,log/wemem_fig6_reproduce\cifar100_densenet121\rsw_h2l_w50_s5.txt
cifar100_densenet121,rsw,h2l,50,10,50-10,Conf,72.621,log/wemem_fig6_reproduce\cifar100_densenet121\rsw_h2l_w50_s10.txt
cifar100_densenet121,rsw,h2l,50,10,50-10,Entr,68.534,log/wemem_fig6_reproduce\cifar100_densenet121\rsw_h2l_w50_s10.txt
cifar100_densenet121,rsw,h2l,50,10,50-10,Mentr,72.723,log/wemem_fig6_reproduce\cifar100_densenet121\rsw_h2l_w50_s10.txt
cifar100_densenet121,rsw,h2l,50,10,50-10,Hconf,72.123,log/wemem_fig6_reproduce\cifar100_densenet121\rsw_h2l_w50_s10.txt
cifar100_densenet121,rsw,h2l,50,10,50-10,SAMIA,78.943,log/wemem_fig6_reproduce\cifar100_densenet121\rsw_h2l_w50_s10.txt
cifar100_densenet121,rsw,h2l,50,10,50-10,NN,75.896,log/wemem_fig6_reproduce\cifar100_densenet121\rsw_h2l_w50_s10.txt
cifar100_densenet121,rsw,h2l,50,10,50-10,Top3-NN,75.45365853658537,log/wemem_fig6_reproduce\cifar100_densenet121\rsw_h2l_w50_s10.txt
cifar100_densenet121,rsw,h2l,50,10,50-10,Cl-NN,79.43739837398374,log/wemem_fig6_reproduce\cifar100_densenet121\rsw_h2l_w50_s10.txt
cifar100_densenet121,rsw,l2h,150,5,150-5,Conf,77.384,log/wemem_fig6_reproduce\cifar100_densenet121\rsw_l2h_w150_s5.txt
cifar100_densenet121,rsw,l2h,150,5,150-5,Entr,76.415,log/wemem_fig6_reproduce\cifar100_densenet121\rsw_l2h_w150_s5.txt
cifar100_densenet121,rsw,l2h,150,5,150-5,Mentr,77.368,log/wemem_fig6_reproduce\cifar100_densenet121\rsw_l2h_w150_s5.txt
cifar100_densenet121,rsw,l2h,150,5,150-5,Hconf,77.185,log/wemem_fig6_reproduce\cifar100_densenet121\rsw_l2h_w150_s5.txt
cifar100_densenet121,rsw,l2h,150,5,150-5,SAMIA,78.455,log/wemem_fig6_reproduce\cifar100_densenet121\rsw_l2h_w150_s5.txt
cifar100_densenet121,rsw,l2h,150,5,150-5,NN,77.828,log/wemem_fig6_reproduce\cifar100_densenet121\rsw_l2h_w150_s5.txt
cifar100_densenet121,rsw,l2h,150,5,150-5,Top3-NN,78.08130081300813,log/wemem_fig6_reproduce\cifar100_densenet121\rsw_l2h_w150_s5.txt
cifar100_densenet121,rsw,l2h,150,5,150-5,Cl-NN,78.34146341463415,log/wemem_fig6_reproduce\cifar100_densenet121\rsw_l2h_w150_s5.txt
cifar100_densenet121,rsw,l2h,150,10,150-10,Conf,75.129,log/wemem_fig6_reproduce\cifar100_densenet121\rsw_l2h_w150_s10.txt
cifar100_densenet121,rsw,l2h,150,10,150-10,Entr,72.912,log/wemem_fig6_reproduce\cifar100_densenet121\rsw_l2h_w150_s10.txt
cifar100_densenet121,rsw,l2h,150,10,150-10,Mentr,75.013,log/wemem_fig6_reproduce\cifar100_densenet121\rsw_l2h_w150_s10.txt
cifar100_densenet121,rsw,l2h,150,10,150-10,Hconf,74.547,log/wemem_fig6_reproduce\cifar100_densenet121\rsw_l2h_w150_s10.txt
cifar100_densenet121,rsw,l2h,150,10,150-10,SAMIA,79.359,log/wemem_fig6_reproduce\cifar100_densenet121\rsw_l2h_w150_s10.txt
cifar100_densenet121,rsw,l2h,150,10,150-10,NN,77.782,log/wemem_fig6_reproduce\cifar100_densenet121\rsw_l2h_w150_s10.txt
cifar100_densenet121,rsw,l2h,150,10,150-10,Top3-NN,77.55772357723578,log/wemem_fig6_reproduce\cifar100_densenet121\rsw_l2h_w150_s10.txt
cifar100_densenet121,rsw,l2h,150,10,150-10,Cl-NN,79.33658536585367,log/wemem_fig6_reproduce\cifar100_densenet121\rsw_l2h_w150_s10.txt
cifar100_densenet121,rsw,l2h,100,5,100-5,Conf,69.38,log/wemem_fig6_reproduce\cifar100_densenet121\rsw_l2h_w100_s5.txt
cifar100_densenet121,rsw,l2h,100,5,100-5,Entr,68.243,log/wemem_fig6_reproduce\cifar100_densenet121\rsw_l2h_w100_s5.txt
cifar100_densenet121,rsw,l2h,100,5,100-5,Mentr,69.397,log/wemem_fig6_reproduce\cifar100_densenet121\rsw_l2h_w100_s5.txt
cifar100_densenet121,rsw,l2h,100,5,100-5,Hconf,69.304,log/wemem_fig6_reproduce\cifar100_densenet121\rsw_l2h_w100_s5.txt
cifar100_densenet121,rsw,l2h,100,5,100-5,SAMIA,73.246,log/wemem_fig6_reproduce\cifar100_densenet121\rsw_l2h_w100_s5.txt
cifar100_densenet121,rsw,l2h,100,5,100-5,NN,73.171,log/wemem_fig6_reproduce\cifar100_densenet121\rsw_l2h_w100_s5.txt
cifar100_densenet121,rsw,l2h,100,5,100-5,Top3-NN,73.17073170731707,log/wemem_fig6_reproduce\cifar100_densenet121\rsw_l2h_w100_s5.txt
cifar100_densenet121,rsw,l2h,100,5,100-5,Cl-NN,72.99512195121952,log/wemem_fig6_reproduce\cifar100_densenet121\rsw_l2h_w100_s5.txt
cifar100_densenet121,rsw,l2h,100,10,100-10,Conf,72.818,log/wemem_fig6_reproduce\cifar100_densenet121\rsw_l2h_w100_s10.txt
cifar100_densenet121,rsw,l2h,100,10,100-10,Entr,70.874,log/wemem_fig6_reproduce\cifar100_densenet121\rsw_l2h_w100_s10.txt
cifar100_densenet121,rsw,l2h,100,10,100-10,Mentr,72.802,log/wemem_fig6_reproduce\cifar100_densenet121\rsw_l2h_w100_s10.txt
cifar100_densenet121,rsw,l2h,100,10,100-10,Hconf,72.678,log/wemem_fig6_reproduce\cifar100_densenet121\rsw_l2h_w100_s10.txt
cifar100_densenet121,rsw,l2h,100,10,100-10,SAMIA,76.582,log/wemem_fig6_reproduce\cifar100_densenet121\rsw_l2h_w100_s10.txt
cifar100_densenet121,rsw,l2h,100,10,100-10,NN,74.615,log/wemem_fig6_reproduce\cifar100_densenet121\rsw_l2h_w100_s10.txt
cifar100_densenet121,rsw,l2h,100,10,100-10,Top3-NN,74.77723577235773,log/wemem_fig6_reproduce\cifar100_densenet121\rsw_l2h_w100_s10.txt
cifar100_densenet121,rsw,l2h,100,10,100-10,Cl-NN,76.15609756097561,log/wemem_fig6_reproduce\cifar100_densenet121\rsw_l2h_w100_s10.txt
cifar100_densenet121,rsw,l2h,50,5,50-5,Conf,60.32,log/wemem_fig6_reproduce\cifar100_densenet121\rsw_l2h_w50_s5.txt
cifar100_densenet121,rsw,l2h,50,5,50-5,Entr,59.533,log/wemem_fig6_reproduce\cifar100_densenet121\rsw_l2h_w50_s5.txt
cifar100_densenet121,rsw,l2h,50,5,50-5,Mentr,60.552,log/wemem_fig6_reproduce\cifar100_densenet121\rsw_l2h_w50_s5.txt
cifar100_densenet121,rsw,l2h,50,5,50-5,Hconf,60.585,log/wemem_fig6_reproduce\cifar100_densenet121\rsw_l2h_w50_s5.txt
cifar100_densenet121,rsw,l2h,50,5,50-5,SAMIA,72.41,log/wemem_fig6_reproduce\cifar100_densenet121\rsw_l2h_w50_s5.txt
cifar100_densenet121,rsw,l2h,50,5,50-5,NN,73.171,log/wemem_fig6_reproduce\cifar100_densenet121\rsw_l2h_w50_s5.txt
cifar100_densenet121,rsw,l2h,50,5,50-5,Top3-NN,73.17073170731707,log/wemem_fig6_reproduce\cifar100_densenet121\rsw_l2h_w50_s5.txt
cifar100_densenet121,rsw,l2h,50,5,50-5,Cl-NN,73.17073170731707,log/wemem_fig6_reproduce\cifar100_densenet121\rsw_l2h_w50_s5.txt
cifar100_densenet121,rsw,l2h,50,10,50-10,Conf,64.951,log/wemem_fig6_reproduce\cifar100_densenet121\rsw_l2h_w50_s10.txt
cifar100_densenet121,rsw,l2h,50,10,50-10,Entr,62.087,log/wemem_fig6_reproduce\cifar100_densenet121\rsw_l2h_w50_s10.txt
cifar100_densenet121,rsw,l2h,50,10,50-10,Mentr,65.05,log/wemem_fig6_reproduce\cifar100_densenet121\rsw_l2h_w50_s10.txt
cifar100_densenet121,rsw,l2h,50,10,50-10,Hconf,65.06,log/wemem_fig6_reproduce\cifar100_densenet121\rsw_l2h_w50_s10.txt
cifar100_densenet121,rsw,l2h,50,10,50-10,SAMIA,71.424,log/wemem_fig6_reproduce\cifar100_densenet121\rsw_l2h_w50_s10.txt
cifar100_densenet121,rsw,l2h,50,10,50-10,NN,73.171,log/wemem_fig6_reproduce\cifar100_densenet121\rsw_l2h_w50_s10.txt
cifar100_densenet121,rsw,l2h,50,10,50-10,Top3-NN,73.17073170731707,log/wemem_fig6_reproduce\cifar100_densenet121\rsw_l2h_w50_s10.txt
cifar100_densenet121,rsw,l2h,50,10,50-10,Cl-NN,71.60650406504065,log/wemem_fig6_reproduce\cifar100_densenet121\rsw_l2h_w50_s10.txt
cifar100_densenet121,swmr,h2l,150,5,150-5,Conf,77.396,log/wemem_fig6_reproduce\cifar100_densenet121\swmr_h2l_w150_s5.txt
cifar100_densenet121,swmr,h2l,150,5,150-5,Entr,74.516,log/wemem_fig6_reproduce\cifar100_densenet121\swmr_h2l_w150_s5.txt
cifar100_densenet121,swmr,h2l,150,5,150-5,Mentr,77.456,log/wemem_fig6_reproduce\cifar100_densenet121\swmr_h2l_w150_s5.txt
cifar100_densenet121,swmr,h2l,150,5,150-5,Hconf,76.885,log/wemem_fig6_reproduce\cifar100_densenet121\swmr_h2l_w150_s5.txt
cifar100_densenet121,swmr,h2l,150,5,150-5,SAMIA,82.237,log/wemem_fig6_reproduce\cifar100_densenet121\swmr_h2l_w150_s5.txt
cifar100_densenet121,swmr,h2l,150,5,150-5,NN,79.483,log/wemem_fig6_reproduce\cifar100_densenet121\swmr_h2l_w150_s5.txt
cifar100_densenet121,swmr,h2l,150,5,150-5,Top3-NN,79.36910569105692,log/wemem_fig6_reproduce\cifar100_densenet121\swmr_h2l_w150_s5.txt
cifar100_densenet121,swmr,h2l,150,5,150-5,Cl-NN,82.3219512195122,log/wemem_fig6_reproduce\cifar100_densenet121\swmr_h2l_w150_s5.txt
cifar100_densenet121,swmr,h2l,150,10,150-10,Conf,75.533,log/wemem_fig6_reproduce\cifar100_densenet121\swmr_h2l_w150_s10.txt
cifar100_densenet121,swmr,h2l,150,10,150-10,Entr,74.44,log/wemem_fig6_reproduce\cifar100_densenet121\swmr_h2l_w150_s10.txt
cifar100_densenet121,swmr,h2l,150,10,150-10,Mentr,75.753,log/wemem_fig6_reproduce\cifar100_densenet121\swmr_h2l_w150_s10.txt
cifar100_densenet121,swmr,h2l,150,10,150-10,Hconf,75.639,log/wemem_fig6_reproduce\cifar100_densenet121\swmr_h2l_w150_s10.txt
cifar100_densenet121,swmr,h2l,150,10,150-10,SAMIA,78.725,log/wemem_fig6_reproduce\cifar100_densenet121\swmr_h2l_w150_s10.txt
cifar100_densenet121,swmr,h2l,150,10,150-10,NN,76.397,log/wemem_fig6_reproduce\cifar100_densenet121\swmr_h2l_w150_s10.txt
cifar100_densenet121,swmr,h2l,150,10,150-10,Top3-NN,76.52682926829269,log/wemem_fig6_reproduce\cifar100_densenet121\swmr_h2l_w150_s10.txt
cifar100_densenet121,swmr,h2l,150,10,150-10,Cl-NN,78.27317073170731,log/wemem_fig6_reproduce\cifar100_densenet121\swmr_h2l_w150_s10.txt
cifar100_densenet121,swmr,h2l,100,5,100-5,Conf,70.814,log/wemem_fig6_reproduce\cifar100_densenet121\swmr_h2l_w100_s5.txt
cifar100_densenet121,swmr,h2l,100,5,100-5,Entr,67.729,log/wemem_fig6_reproduce\cifar100_densenet121\swmr_h2l_w100_s5.txt
cifar100_densenet121,swmr,h2l,100,5,100-5,Mentr,70.682,log/wemem_fig6_reproduce\cifar100_densenet121\swmr_h2l_w100_s5.txt
cifar100_densenet121,swmr,h2l,100,5,100-5,Hconf,70.741,log/wemem_fig6_reproduce\cifar100_densenet121\swmr_h2l_w100_s5.txt
cifar100_densenet121,swmr,h2l,100,5,100-5,SAMIA,76.992,log/wemem_fig6_reproduce\cifar100_densenet121\swmr_h2l_w100_s5.txt
cifar100_densenet121,swmr,h2l,100,5,100-5,NN,73.802,log/wemem_fig6_reproduce\cifar100_densenet121\swmr_h2l_w100_s5.txt
cifar100_densenet121,swmr,h2l,100,5,100-5,Top3-NN,74.01951219512195,log/wemem_fig6_reproduce\cifar100_densenet121\swmr_h2l_w100_s5.txt
cifar100_densenet121,swmr,h2l,100,5,100-5,Cl-NN,75.73983739837398,log/wemem_fig6_reproduce\cifar100_densenet121\swmr_h2l_w100_s5.txt
cifar100_densenet121,swmr,h2l,100,10,100-10,Conf,71.811,log/wemem_fig6_reproduce\cifar100_densenet121\swmr_h2l_w100_s10.txt
cifar100_densenet121,swmr,h2l,100,10,100-10,Entr,69.744,log/wemem_fig6_reproduce\cifar100_densenet121\swmr_h2l_w100_s10.txt
cifar100_densenet121,swmr,h2l,100,10,100-10,Mentr,71.909,log/wemem_fig6_reproduce\cifar100_densenet121\swmr_h2l_w100_s10.txt
cifar100_densenet121,swmr,h2l,100,10,100-10,Hconf,71.885,log/wemem_fig6_reproduce\cifar100_densenet121\swmr_h2l_w100_s10.txt
cifar100_densenet121,swmr,h2l,100,10,100-10,SAMIA,77.811,log/wemem_fig6_reproduce\cifar100_densenet121\swmr_h2l_w100_s10.txt
cifar100_densenet121,swmr,h2l,100,10,100-10,NN,74.104,log/wemem_fig6_reproduce\cifar100_densenet121\swmr_h2l_w100_s10.txt
cifar100_densenet121,swmr,h2l,100,10,100-10,Top3-NN,74.16585365853659,log/wemem_fig6_reproduce\cifar100_densenet121\swmr_h2l_w100_s10.txt
cifar100_densenet121,swmr,h2l,100,10,100-10,Cl-NN,77.03089430894309,log/wemem_fig6_reproduce\cifar100_densenet121\swmr_h2l_w100_s10.txt
cifar100_densenet121,swmr,h2l,50,5,50-5,Conf,66.44,log/wemem_fig6_reproduce\cifar100_densenet121\swmr_h2l_w50_s5.txt
cifar100_densenet121,swmr,h2l,50,5,50-5,Entr,63.187,log/wemem_fig6_reproduce\cifar100_densenet121\swmr_h2l_w50_s5.txt
cifar100_densenet121,swmr,h2l,50,5,50-5,Mentr,66.563,log/wemem_fig6_reproduce\cifar100_densenet121\swmr_h2l_w50_s5.txt
cifar100_densenet121,swmr,h2l,50,5,50-5,Hconf,66.529,log/wemem_fig6_reproduce\cifar100_densenet121\swmr_h2l_w50_s5.txt
cifar100_densenet121,swmr,h2l,50,5,50-5,SAMIA,75.376,log/wemem_fig6_reproduce\cifar100_densenet121\swmr_h2l_w50_s5.txt
cifar100_densenet121,swmr,h2l,50,5,50-5,NN,73.171,log/wemem_fig6_reproduce\cifar100_densenet121\swmr_h2l_w50_s5.txt
cifar100_densenet121,swmr,h2l,50,5,50-5,Top3-NN,73.17073170731707,log/wemem_fig6_reproduce\cifar100_densenet121\swmr_h2l_w50_s5.txt
cifar100_densenet121,swmr,h2l,50,5,50-5,Cl-NN,73.62926829268292,log/wemem_fig6_reproduce\cifar100_densenet121\swmr_h2l_w50_s5.txt
cifar100_densenet121,swmr,h2l,50,10,50-10,Conf,70.141,log/wemem_fig6_reproduce\cifar100_densenet121\swmr_h2l_w50_s10.txt
cifar100_densenet121,swmr,h2l,50,10,50-10,Entr,66.224,log/wemem_fig6_reproduce\cifar100_densenet121\swmr_h2l_w50_s10.txt
cifar100_densenet121,swmr,h2l,50,10,50-10,Mentr,70.199,log/wemem_fig6_reproduce\cifar100_densenet121\swmr_h2l_w50_s10.txt
cifar100_densenet121,swmr,h2l,50,10,50-10,Hconf,69.722,log/wemem_fig6_reproduce\cifar100_densenet121\swmr_h2l_w50_s10.txt
cifar100_densenet121,swmr,h2l,50,10,50-10,SAMIA,77.818,log/wemem_fig6_reproduce\cifar100_densenet121\swmr_h2l_w50_s10.txt
cifar100_densenet121,swmr,h2l,50,10,50-10,NN,74.02,log/wemem_fig6_reproduce\cifar100_densenet121\swmr_h2l_w50_s10.txt
cifar100_densenet121,swmr,h2l,50,10,50-10,Top3-NN,74.01626016260163,log/wemem_fig6_reproduce\cifar100_densenet121\swmr_h2l_w50_s10.txt
cifar100_densenet121,swmr,h2l,50,10,50-10,Cl-NN,76.59512195121951,log/wemem_fig6_reproduce\cifar100_densenet121\swmr_h2l_w50_s10.txt
cifar100_densenet121,swmr,l2h,150,5,150-5,Conf,75.883,log/wemem_fig6_reproduce\cifar100_densenet121\swmr_l2h_w150_s5.txt
cifar100_densenet121,swmr,l2h,150,5,150-5,Entr,74.192,log/wemem_fig6_reproduce\cifar100_densenet121\swmr_l2h_w150_s5.txt
cifar100_densenet121,swmr,l2h,150,5,150-5,Mentr,75.96,log/wemem_fig6_reproduce\cifar100_densenet121\swmr_l2h_w150_s5.txt
