,0
0,0.3971441714259474
1,0.48258329844036146
2,0.27245877369922733
3,0.4866607335418844
4,0.42880288905512853
5,0.27587351095986173
6,0.6632697246331865
7,0.42271324309117275
8,0.2714259718927403
9,0.4350203604543906
10,0.3139158657494886
11,0.3879788188538622
12,0.3212484607317021
13,0.3507949070474604
14,0.2950062219202061
15,0.3138432144725265
16,0.4909176101341708
17,0.34222376472658733
18,0.2665282691887028
19,0.46062522050812466
20,0.4043633054878087
21,0.3582489794324122
22,0.2814201927796168
23,0.445860867865688
24,0.5876052773720755
25,0.49770532466279743
26,0.4412860241187159
27,0.3748058736766591
28,0.6309543002072164
29,0.3915172213970566
30,0.2043779694371498
31,0.40981643880340146
32,0.5180807236745817
33,0.4126346716022785
34,0.39064308859391544
35,0.2677451097433921
36,0.5025027604398415
37,0.3575114506819983
38,0.46602565958650377
39,0.3458857736433534
40,0.38799927676728285
41,0.3233131854225722
42,0.3269127060410197
43,0.33967201586670714
44,0.4632158351620569
45,0.40578429145927875
46,0.3149187794917246
47,0.5228411967124373
48,0.3398665097821344
49,0.284794233354846
50,0.4684065099370886
51,0.3925087409627957
52,0.469672886176317
53,0.37275389924719404
54,0.43763156379969725
55,0.2048257413691452
56,0.3653729164220766
57,0.4228898875831767
58,0.4465707105698296
59,0.6253790101209789
60,0.2142998618683194
61,0.48013514692712245
62,0.44511930620594226
63,0.5125544196520234
64,0.3710005886751627
65,0.23536943909519414
66,0.37158295115066886
67,0.5188583977222713
68,0.525981474640708
69,0.603071112649594
70,0.25767595191081155
71,0.4146103800992657
72,0.33045204759348584
73,0.39837644849190357
74,0.5322282679888446
75,0.4420041246848228
76,0.23310401619425997
77,0.35478207413910123
78,0.29659020920928647
79,0.6721172455412587
80,0.5716789037011849
81,0.6411981093461854
82,0.4916029266701669
83,0.30390043055778315
84,0.11580694606530563
85,0.5278126911714485
86,0.2970763968706641
87,0.638799095881815
88,0.3248623433614717
89,0.5430695294351908
90,0.18305178701405364
91,0.5261019694415232
92,0.450362780518004
93,0.3702012926724458
94,0.5512981407314803
95,0.5513253914403299
96,0.4925444407521862
97,0.35110274421253596
98,0.5040228288258249
99,0.5539024263943032
100,0.4185376302699227
101,0.20701425269509094
102,0.472065518029996
103,0.6660704900334287
104,0.328296379206639
105,0.29593155959406675
106,0.4518361903344319
107,0.4777538736100024
108,0.5065652842037274
109,0.2598746910152879
110,0.40588400316905854
111,0.3163653109041084
112,0.4971744244902893
113,0.2209325285291046
114,0.4095292395187055
115,0.5823342745952849
116,0.9057210405841081
117,0.3327412420384267
118,0.39357207647604436
119,0.4624217110739586
120,0.27627585463652005
121,0.46908531702988915
122,0.5033214654814442
123,0.27018220993044556
124,0.2696241862925024
125,0.4894150444922151
126,0.32152226499611714
127,0.39956384162157355
128,0.21203852960752553
129,0.36134689472909143
130,0.3992824612194591
131,0.35052110513940493
132,0.3431388239601876
133,0.37613344663463977
134,0.49014570445460537
135,0.26578543156027273
136,0.37225718926234486
137,0.39612712895198254
138,0.19855857906016017
139,0.12069498769527906
140,0.3548749742025759
141,0.4406012943162422
