,0
0,0.6012854898926367
1,0.38271841118446986
2,0.3695281243465995
3,0.24043743756778518
4,0.6082500094698231
5,0.28684795828662435
6,0.40182043444692855
7,0.3952449569608254
8,0.4324377729356052
9,0.35362898861088576
10,0.2492503278854311
11,0.3084219754577852
12,0.4576581281937137
13,0.3643002226610752
14,0.30366911540380953
15,0.3646902363825077
16,0.36448146670733833
17,0.31607261250214747
18,0.3618927581853619
19,0.39023989099340173
20,0.34120307812554057
21,0.357196459267497
22,0.39041069451427624
23,0.5041597768887565
24,0.3101378464430511
25,0.534636267767756
26,0.3313921677184529
27,0.4323279611202734
28,0.39631073392931976
29,0.3560357064067719
30,0.37672460823430004
31,0.411200237200897
32,0.34236524527915235
33,0.32160396951878556
34,0.3047481458928356
35,0.41443375108234054
36,0.4112793109286801
37,0.3920648480408813
38,0.3166686222513873
39,0.34670454920321464
40,0.31586773454525213
41,0.36051017868223845
42,0.3273829168799075
43,0.3134349332537576
44,0.4063078692178289
45,0.2086351384240759
46,0.19646377987082533
47,0.4447558378346564
48,0.4506506192168478
49,0.2299721949517352
50,0.3543905738229906
51,0.3158092178986618
52,0.31440574806462407
53,0.3437995372323798
54,0.21858986571349176
55,0.34946079315300144
56,0.391564333593143
57,0.25772065345118433
58,0.31153986245081833
59,0.34265533196963427
60,0.22970382317874533
61,0.3485584761473298
62,0.35047610584982525
63,0.289165264560456
64,0.5366218180509217
65,0.33663644889227406
66,0.43907001961849185
67,0.31934588750199444
68,0.3514416974283536
69,0.3372960691553319
70,0.6029367575750229
71,0.44886726261093524
72,0.3648146376405005
73,0.4575759581482033
74,0.4265388155845419
75,0.4137908815594624
76,0.33331527641386366
77,0.4085214640208203
78,0.3588613132561295
79,0.4293571416095743
80,0.35734800650398924
81,0.3737158097163163
82,0.2353892330688796
83,0.39085374291973984
84,0.45961304585808826
85,0.41263752181272084
86,0.32841699438505534
87,0.35996578097201976
88,0.46159583437246743
89,0.32448658332203795
90,0.4779986740926234
91,0.3441541557686862
92,0.5208255399670387
93,0.2543538954547542
94,0.3497024067180186
95,0.42453882763535666
96,0.3969757604290184
97,0.4490977307313534
98,0.31429684565632265
99,0.3935599973696677
100,0.4060287282633967
101,0.3360499137917585
102,0.3320569872710953
103,0.13997977394872
104,0.3066224158253818
105,0.15029248178249333
106,0.34299600357356846
107,0.27308549722112385
108,0.33696528646543994
109,0.34358116001692357
110,0.39273152891061214
111,0.5437935116765127
112,0.18141077988708265
113,0.41527401988526685
114,0.3075891655650142
115,0.4385536980349093
116,0.3093590354405509
117,0.2170265056141496
118,0.27871471699502665
119,0.2273378811914478
120,0.31523561912359355
121,0.3501978710079748
122,0.28684462337657346
123,0.2914423904392922
124,0.3054586821846357
125,0.44205598760730797
126,0.2922739846341094
127,0.4057342294245549
128,0.41234183919959677
129,0.3040450411347866
130,0.37200738761865765
131,0.4054967314147174
132,0.2952433523137675
133,0.28171198002425113
134,0.4028559819257853
135,0.3704610621388875
136,0.3916409556015184
137,0.40035297454146745
138,0.3925734289693477
139,0.3700023694639849
140,0.4688691811345006
141,0.32253078942712293
142,0.3652277404357189
143,0.4135459722465727
144,0.41062699051422846
145,0.45038132253899865
146,0.4799817762756349
147,0.32397829889395036
148,0.35107103836075615
149,0.29520169711939187
150,0.3148211392488381
151,0.35661709845533335
152,0.34167646608306723
153,0.510038143842935
154,0.2767650029587007
155,0.1834795466440127
156,0.3824646673667097
157,0.498724938587134
158,0.25773787812796317
159,0.3042079261003176
160,0.27661807567603725
161,0.2519961288969937
162,0.46493276229635866
163,0.36226911989717764
164,0.27172932620400836
165,0.3919524296670551
166,0.4418018822354083
167,0.5066190588657252
168,0.3765224950158351
169,0.3875724195354321
170,0.2489454152479954
171,0.36972705118360705
172,0.2632416297065164
173,0.31177576798913775
174,0.264923030179512
175,0.3709801321278593
176,0.21307924015182167
177,0.23574679303742588
178,0.30755757226643543
179,0.4989646410935281
180,0.4611090941537508
181,0.22561382475409683
182,0.38474111579554116
183,0.326537687565323
