,0
0,0.38666197301013916
1,0.3187631872072117
2,0.40793495036733063
3,0.44205314153243996
4,0.31231066818817566
5,0.49654045887098014
6,0.29546738291917773
7,0.24208704346818777
8,0.2035876234678836
9,0.48191193588139836
10,0.43209930859675033
11,0.6156264242703734
12,0.2721953207789478
13,0.28346661150321584
14,0.22203562091057757
15,0.44769582879000935
16,0.4210981623522455
17,0.4332494280643626
18,0.3580624546621975
19,0.20140105338877773
20,0.5571349912428207
21,0.45523981993718776
22,0.36019774278526356
23,0.5338061773929227
24,0.47884578175731685
25,0.6880720402663362
26,0.3446289869215882
27,0.22864433982528676
28,0.33156399022475025
29,0.39077782462833677
30,0.5036055607541001
31,0.39660139435871367
32,0.3019004956127564
33,0.3054648488215637
34,0.5391042706642822
35,0.7139225943164849
36,0.24923565350635055
37,0.6686002853000648
38,0.2782175731921574
39,0.5482303426271793
40,0.2139660341505085
41,0.3253051385936997
42,0.32463808369942365
43,0.2693651736730333
44,0.31602073772129485
45,0.21030093781897422
46,0.5408414361545049
47,0.38394265426986884
48,0.46332752300970603
49,0.43457675199059553
50,0.27183221855267253
51,0.20186993471222506
52,0.36492932068950956
53,0.5107752698905147
54,0.34120662081628256
55,0.3507509366607198
56,0.08447308477273416
57,0.4018774845379731
58,0.3118915498550698
59,0.3644548251014348
60,0.4016866216973516
61,0.3499792932232616
62,0.2782587876306495
63,0.35411602348042687
64,0.10527535201609084
65,0.2804050305244848
66,0.3094779886931759
67,0.4405077482927723
68,0.27762488705542226
69,0.2413626470033339
70,0.51171262879288
71,0.3359406685636778
72,0.29005215745143287
73,0.3049492109274036
74,0.44313977758891643
75,0.30376317493731697
76,0.6708944220306272
77,0.3048572054271348
78,0.2883248123083265
79,0.4374002763322094
80,0.3720163569789226
81,0.5739163317612362
82,0.2936517939931236
83,0.5846645158099248
84,0.24564007410480715
85,0.3778124351534588
86,0.33041226661119133
87,0.4426222893631212
88,0.21519142636951005
89,0.40625361240570107
90,0.3904660747672082
91,0.30598799537922466
92,0.5634920296044081
93,0.2361972616045031
94,0.3721733633789115
95,0.2493283965789423
96,0.2441310424913387
97,0.3278495737909283
98,0.27551016577714926
99,0.6106032485269066
100,0.5243238530743486
101,0.3170017325445849
102,0.5038565766058627
103,0.5482325479585773
104,0.2877997967089181
105,0.3263328417353076
106,0.6112886713354058
107,0.3027531622069171
108,0.2741748644498645
109,0.5485018401434867
110,0.2313984565433555
111,0.3301938974435878
112,0.49522187650617644
113,0.4471466091984451
114,0.3589975550570561
115,0.3664238659985064
116,0.26177301617279664
117,0.31854421783889947
118,0.3588299434699757
119,0.2865517888878233
120,0.20404931419973965
121,0.24913409600136582
122,0.3952651870680951
123,0.34856950496930544
124,0.3048842267683104
125,0.27240171498228877
126,0.6231217622322944
127,0.29394483361882934
128,0.24677687689615424
129,0.2939621563517115
130,0.4922487298581161
131,0.23725998022896527
132,0.3480900928068446
133,0.2571206344812584
134,0.34815536795742175
135,0.3360814444335918
136,0.31381890806846974
137,0.30278568847550125
138,0.374036207155512
139,0.3962775400396503
140,0.7216198438096368
141,0.17256569395182308
142,0.35334500510843186
143,0.2836298542790672
144,0.5357065930445675
145,0.4305158975166636
146,0.3918727039664088
147,0.45318299759389147
148,0.2722675103007736
149,0.44942729311205654
150,0.49271880899803105
151,0.42513302269478725
152,0.5146678112712466
153,0.46335018686419427
154,0.23489918946178412
155,0.3552078729496834
156,0.39832700438508717
157,0.3972665664248437
158,0.31670977404333045
159,0.42009411150066533
160,0.3408476033029517
161,0.4265474845378549
162,0.48689337822694156
163,0.5308082334451971
164,0.46856451299316665
165,0.3610923682834385
166,0.21475791897527957
167,0.31119984094119924
168,0.45738977137223547
169,0.3679491025387382
170,0.21251169908858006
171,0.5095062845868983
172,0.2202522360268145
173,0.4485114665947548
174,0.4461359081328601
175,0.4152581966550109
176,0.2226478551757266
177,0.2795777757094679
178,0.317284950469153
179,0.3129963898661006
180,0.2893285763535795
181,0.23324150108213976
182,0.3509588670627573
183,0.3039948307465317
184,0.4008110199520739
185,0.5008584179842168
186,0.30089059649705185
187,0.3207049699324753
188,0.3128698976898365
189,0.4239219850709139
190,0.6208125946345173
191,0.3448345982544395
192,0.5222554993934005
193,0.4166334174840659
194,0.16869803406626177
195,0.3059900594000375
196,0.3170577693310134
197,0.469232432491581
198,0.47489582495030036
199,0.20512064735381566
200,0.2006001502898636
201,0.305490977985804
202,0.2636819478797798
203,0.3480170780705908
204,0.20819977644842677
205,0.3313881722839276
206,0.21873622061773318
207,0.5968511137227847
208,0.3245377896193926
209,0.2152220833809342
210,0.2789135115761573
211,0.4818125113292193
212,0.17512632053560212
